,temp,lat
79,43.66,68.79574644894123
106,82.18,-7.2000256115520225
277,91.81,35.68332267403646
220,54.19,54.585385529649926
16,76.87,0.8673816274546198
251,59.77,64.5078697246638
201,77.95,2.167079963570032
526,74.62,-20.18067269916681
365,82.36,17.884569763883547
234,80.11,-7.375797372591762
184,80.47,20.21272803394791
233,52.3,-43.9913160611889
327,54.46,67.48584270776541
194,49.06,-44.093525816626645
502,33.85,32.37361022682343
348,86.32,14.241508896039916
434,79.3,55.88458434937022
368,61.12,-33.690105054440004
575,44.65,59.60975808747904
110,81.46,-7.304850097638209
353,71.74,-4.531144294187925
149,82.99,28.310361838597807
413,78.22,5.989915047957567
539,33.67,63.83824824746597
203,72.73,33.9098627772853
345,78.4,43.99362755816534
465,78.8,17.17101871383359
408,66.52,37.05027192878677
355,62.2,5.779732218064495
10,77.68,36.49087336438205
20,66.7,23.83314124585556
139,45.55,66.14711047697935
532,59.41,42.41847622443703
52,31.96,86.52375113152397
186,33.85,68.71926886096375
501,80.74,-11.869159580424876
318,82.09,32.192218234585525
316,65.17,61.820024080509064
